6,11475,1249.47,1386.03,41,28687500,38.57,9.5,58790,0.25,488,0.18,0.21,0.6,0.06,0.54,111.73,40.41,2.23,0.16,0.19,75.26,0,0.51,351.67,0.18
7,1034,1776.55,1464.7,52,2585000,39.3,14.51,12990,0.37,199,0.21,0.27,0.72,0.12,0.6,75.97,21.62,2.27,0.2,0.25,75.26,0,0.52,351.67,0.18
8,1035,1304.9,1281.72,68,2587500,35.9,7.51,15420,0.21,167.8,0.2,0.27,0.56,0.08,0.47,166.37,32.09,2.07,0.16,0.22,75.26,0,0.48,351.67,0.18
9,4851,1700.15,1345.04,52,12127500,34.47,7.6,49430,0.22,245.3,0.19,0.23,0.53,0.07,0.46,129.05,44.03,1.99,0.15,0.19,75.26,0,0.46,351.67,0.18
10,2899,1533.91,1713,45,7247500,41.88,11.07,21180,0.26,342.2,0.25,0.31,0.6,0.08,0.52,146.74,44.32,2.42,0.17,0.21,75.26,0,0.56,351.67,0.18
11,1655,1761.3,1430.22,90,4137500,35.38,9.05,21570,0.26,191.8,0.24,0.31,0.6,0.11,0.49,100.97,30.41,2.04,0.19,0.24,75.26,0,0.47,351.67,0.18
12,2664,1344.49,1363.74,45,6660000,38.72,8.75,28160,0.23,236.5,0.17,0.21,0.47,0.07,0.4,93.41,35.02,2.24,0.16,0.2,75.26,0,0.51,351.67,0.18
13,936,1095.47,1416.49,54,2340000,41.06,8.16,10920,0.2,214.3,0.17,0.2,0.34,0.07,0.27,104.89,37.48,2.37,0.15,0.19,75.26,0,0.55,351.67,0.18
14,486,1628.99,1627.11,39,1215000,36.71,9.49,7820,0.26,155.4,0.26,0.35,0.63,0.13,0.5,122.64,18.12,2.12,0.21,0.29,75.26,0,0.49,351.67,0.18
15,851,1422.2,1749.68,34,2127500,33.83,8.27,9520,0.24,223.5,0.24,0.3,0.81,0.17,0.65,53.46,23.33,1.95,0.2,0.25,75.26,0,0.45,351.67,0.18
16,1396,1608.04,1545.25,54,3490000,34.37,8.36,18590,0.24,187.7,0.23,0.3,0.8,0.1,0.7,70.74,26.36,1.98,0.19,0.24,75.26,0,0.46,351.67,0.18
17,2503,1501.49,1141.62,90,6257500,33.76,9.43,29030,0.28,215.6,0.23,0.31,1.19,0.09,1.1,77.6,23.61,1.95,0.2,0.25,75.26,0,0.45,351.67,0.18
18,65,1579.09,995.74,43,162500,38.34,5.89,2350,0.15,69.1,0.2,0.25,0.37,0.14,0.22,93.39,18.49,2.21,0.18,0.25,75.26,0,0.51,351.67,0.18
19,191,1732.7,1238.7,36,477500,39.8,6.71,5050,0.17,94.6,0.21,0.25,0.46,0.07,0.39,143.72,39.43,2.3,0.17,0.22,75.26,0,0.53,351.67,0.18
20,363,1687.61,1159.03,147,907500,39.07,7.27,8110,0.19,111.9,0.2,0.26,0.54,0.12,0.42,86.53,31.7,2.26,0.16,0.22,75.26,0,0.52,351.67,0.18
21,485,1546.64,1270,85,1212500,36.56,7.68,7720,0.21,157.1,0.29,0.36,0.69,0.14,0.55,119.8,32.85,2.11,0.18,0.25,75.26,0,0.49,351.67,0.18
22,649,1765.53,1677.66,134,1622500,35.61,7.62,13520,0.21,120,0.22,0.28,0.56,0.12,0.44,74.49,26.9,2.06,0.18,0.24,75.26,0,0.47,351.67,0.18
23,405,1576.57,1411.43,70,1012500,35.99,7.59,8280,0.21,122.3,0.23,0.31,0.8,0.12,0.68,87.93,24.16,2.08,0.18,0.25,75.26,0,0.48,351.67,0.18
24,849,1774.4,1032.26,74,2122500,33.47,8.96,11170,0.27,190,0.22,0.29,0.54,0.09,0.45,73.74,26.17,1.93,0.19,0.25,75.26,0,0.44,351.67,0.18
25,229,874.62,1320.34,68,572500,42.17,5.01,4730,0.12,121,0.12,0.15,0.28,0.08,0.19,115.39,61.45,2.44,0.12,0.14,75.26,0,0.56,351.67,0.18
26,81,1705.68,1492.58,19,202500,35.65,6.32,2480,0.18,81.7,0.25,0.33,0.58,0.19,0.39,78,16.48,2.06,0.2,0.3,75.26,0,0.47,351.67,0.18
27,1157,1664.47,1553.88,57,2892500,36.81,8.56,20830,0.23,138.9,0.23,0.29,0.63,0.07,0.56,100.14,29.8,2.13,0.18,0.24,75.26,0,0.49,351.67,0.18
28,124,1748.69,1370.24,90,310000,30.08,6.12,3440,0.2,90.1,0.2,0.27,0.46,0.12,0.34,45.17,22.67,1.74,0.19,0.25,75.26,0,0.4,351.67,0.18
29,84,789.05,1452.55,59,210000,41.14,3.48,2370,0.08,88.6,0.1,0.13,0.18,0.06,0.12,289.89,86.56,2.38,0.09,0.12,75.26,0,0.55,351.67,0.18
30,209,1551.46,1552.94,40,522500,35.04,11.54,5590,0.33,93.5,0.34,0.41,0.67,0.23,0.44,31.55,7.9,2.02,0.31,0.39,75.26,0,0.47,351.67,0.18
31,350,1029.52,1365.38,87,875000,41.09,8.33,4800,0.2,182.3,0.15,0.17,0.26,0.09,0.18,115.62,36.99,2.37,0.16,0.19,75.26,0,0.55,351.67,0.18
32,494,1706.47,1441.59,34,1235000,33.54,10.65,8190,0.32,150.8,0.28,0.35,0.63,0.19,0.44,39.86,12.5,1.94,0.27,0.33,75.26,0,0.45,351.67,0.18
33,292,1757.65,765.93,66,730000,37.91,8.17,7120,0.22,102.5,0.28,0.41,0.87,0.12,0.75,71.79,17.73,2.19,0.22,0.33,75.26,0,0.5,351.67,0.18
34,102,1566.62,1136.15,31,255000,35,9.15,3120,0.26,81.7,0.26,0.38,0.69,0.16,0.52,36.16,10.72,2.02,0.26,0.35,75.26,0,0.47,351.67,0.18
35,622,780.77,1535.17,72,1555000,40.42,7.81,12420,0.19,125.2,0.16,0.18,0.35,0.07,0.27,82.99,41.55,2.33,0.15,0.18,75.26,0,0.54,351.67,0.18
36,68,1420.22,1316.32,62,170000,36.21,5.07,2950,0.14,57.6,0.32,0.42,0.6,0.25,0.35,24.16,6.42,2.09,0.29,0.41,75.26,0,0.48,351.67,0.18
37,630,124.96,1779.17,139,1575000,44.1,2.94,15140,0.07,104,0.06,0.08,0.15,0.03,0.12,830.35,322.91,2.55,0.06,0.07,75.26,0,0.59,351.67,0.18
38,91,902.43,1187.15,76,227500,37.08,6.26,3010,0.17,75.6,0.2,0.23,0.29,0.16,0.13,41.65,21.65,2.14,0.18,0.22,75.26,0,0.49,351.67,0.18
39,355,1557.99,1341.12,27,887500,34.39,6.97,5360,0.2,165.6,0.23,0.3,0.74,0.1,0.64,142.64,41.67,1.99,0.15,0.21,75.26,0,0.46,351.67,0.18
40,98,1573.27,1055.45,2,245000,36.16,7.43,3570,0.2,68.6,0.31,0.39,0.72,0.15,0.57,84.85,10.15,2.09,0.27,0.38,75.26,0,0.48,351.67,0.18
41,410,1690.45,1189.31,40,1025000,38.98,9.34,8010,0.24,128,0.23,0.29,0.7,0.09,0.61,90.23,27.33,2.25,0.2,0.25,75.26,0,0.52,351.67,0.18
42,98,1636.26,1602.01,19,245000,36.64,10.16,2870,0.28,85.4,0.28,0.38,0.74,0.2,0.54,50.36,10.69,2.12,0.26,0.36,75.26,0,0.49,351.67,0.18
43,92,1688.79,1245.62,35,230000,36.89,6.17,2030,0.17,113.3,0.19,0.25,0.45,0.14,0.31,69.46,28.55,2.13,0.17,0.22,75.26,0,0.49,351.67,0.18
44,302,1749.56,961.28,59,755000,32.21,5.77,3950,0.18,191.1,0.21,0.28,0.55,0.12,0.43,217.82,56.8,1.86,0.13,0.19,75.26,0,0.43,351.67,0.18
45,93,1042.43,1320.8,73,232500,37.86,7.35,2840,0.19,81.9,0.21,0.23,0.35,0.14,0.21,52.09,23.3,2.19,0.2,0.23,75.26,0,0.5,351.67,0.18
46,91,761.48,1661.34,58,227500,43,4.62,3850,0.11,59.1,0.14,0.15,0.25,0.08,0.17,180.43,60.51,2.48,0.12,0.14,75.26,0,0.57,351.67,0.18
47,180,1740.51,1609.1,115,450000,35.61,6.89,3650,0.19,123.3,0.19,0.25,0.49,0.09,0.4,116.43,32.54,2.06,0.16,0.22,75.26,0,0.47,351.67,0.18
48,56,1726.89,1789.38,43,140000,35.96,6.39,2140,0.18,65.4,0.28,0.34,0.44,0.2,0.24,19.87,9.71,2.08,0.26,0.33,75.26,0,0.48,351.67,0.18
49,68,1762.49,1552,61,170000,36.71,5.23,2110,0.14,80.6,0.21,0.31,0.5,0.18,0.32,61.84,16.31,2.12,0.18,0.28,75.26,0,0.49,351.67,0.18
50,194,1388.71,1768.67,65,485000,32.89,6.56,3610,0.2,134.3,0.25,0.31,0.68,0.14,0.54,72.51,25.27,1.9,0.19,0.26,75.26,0,0.44,351.67,0.18
51,85,1729,1637.47,12,212500,35.98,7.46,2600,0.21,81.7,0.23,0.31,0.59,0.11,0.49,69.67,18.01,2.08,0.21,0.29,75.26,0,0.48,351.67,0.18
52,66,1563.39,1750.32,34,165000,35.11,6.47,2060,0.18,80.1,0.22,0.31,0.7,0.19,0.51,40.56,16.5,2.03,0.2,0.28,75.26,0,0.47,351.67,0.18
53,106,1707.7,1556.42,113,265000,34.61,6.12,3550,0.18,74.6,0.23,0.32,0.51,0.12,0.38,38.55,13.53,2,0.21,0.31,75.26,0,0.46,351.67,0.18
54,88,1742.82,1410.6,55,220000,33.64,6.36,3150,0.19,69.8,0.25,0.32,0.48,0.23,0.25,25.32,11.89,1.94,0.23,0.3,75.26,0,0.45,351.67,0.18
55,187,1615.63,956.9,153,467500,38.91,6.43,5190,0.17,90.1,0.19,0.24,0.49,0.05,0.44,127.32,35.15,2.25,0.17,0.22,75.26,0,0.52,351.67,0.18
56,97,1501.54,1283.61,144,242500,36.15,9.8,3230,0.27,75.1,0.21,0.38,1.12,0.1,1.02,56.16,15.27,2.09,0.22,0.35,75.26,0,0.48,351.67,0.18
57,162,1223.48,1325.85,112,405000,35.77,12.83,3990,0.36,101.5,0.25,0.33,0.54,0.16,0.37,34.59,12.68,2.07,0.24,0.31,75.26,0,0.48,351.67,0.18
58,340,1698.65,1600.22,79,850000,36.45,6.45,6730,0.18,126.3,0.2,0.25,0.61,0.08,0.54,93.1,36.74,2.1,0.16,0.22,75.26,0,0.48,351.67,0.18
59,400,1294.7,1256.43,66,1.00E+06,39.1,6.95,8800,0.18,113.6,0.18,0.2,0.45,0.09,0.36,120.86,38.74,2.26,0.15,0.19,75.26,0,0.52,351.67,0.18
60,111,1153.32,1283.44,41,277500,41.25,5.98,1760,0.14,157.7,0.22,0.24,0.46,0.14,0.32,283.21,44.45,2.38,0.15,0.19,75.26,0,0.55,351.67,0.18
61,55,1485.98,1192.35,9,137500,32.98,5.21,1540,0.16,89.3,0.19,0.34,0.53,0.17,0.36,66.84,19.08,1.9,0.17,0.29,75.26,0,0.44,351.67,0.18
62,52,1608.88,1464.15,73,130000,31.54,5.25,2000,0.17,65,0.22,0.32,0.47,0.19,0.28,238.77,11.91,1.82,0.19,0.31,75.26,0,0.42,351.67,0.18
63,51,1506.37,1092.18,90,127500,38.49,6.22,1830,0.16,69.7,0.24,0.31,0.48,0.15,0.34,40.79,13.22,2.22,0.23,0.31,75.26,0,0.51,351.67,0.18
64,56,1645.07,1584.93,172,140000,36,10.12,1490,0.28,94,0.25,0.33,0.56,0.15,0.41,42.83,14.6,2.08,0.25,0.32,75.26,0,0.48,351.67,0.18
65,58,779.4,1409.53,78,145000,40.6,4.37,1580,0.11,91.8,0.12,0.15,0.19,0.1,0.09,125.68,58.21,2.34,0.11,0.14,75.26,0,0.54,351.67,0.18
66,63,1563.17,1399.87,40,157500,37.7,8.34,1620,0.22,97.2,0.29,0.41,0.61,0.17,0.45,49.55,14.58,2.18,0.24,0.34,75.26,0,0.5,351.67,0.18
67,187,1713.1,1409.81,40,467500,34.83,6.56,3450,0.19,135.5,0.24,0.31,0.53,0.14,0.39,74.38,28.23,2.01,0.18,0.24,75.26,0,0.46,351.67,0.18
68,431,1596.89,1597.48,40,1077500,35.3,7.49,7640,0.21,141,0.17,0.23,0.5,0.11,0.38,91.41,34.15,2.04,0.16,0.21,75.26,0,0.47,351.67,0.18
69,154,762.26,1378.53,58,385000,42.92,6.61,3190,0.15,120.7,0.13,0.15,0.23,0.07,0.16,123.99,58.22,2.48,0.13,0.15,75.26,0,0.57,351.67,0.18
70,256,1601.62,1483.52,174,640000,34.87,7.42,7050,0.21,90.8,0.25,0.34,0.49,0.16,0.33,38.03,11.79,2.01,0.23,0.32,75.26,0,0.46,351.67,0.18
71,93,1096.68,1297.05,30,232500,41.29,5.61,2790,0.14,83.3,0.16,0.18,0.34,0.05,0.29,310.34,57.79,2.38,0.13,0.17,75.26,0,0.55,351.67,0.18
72,75,1545.03,1378.75,49,187500,36.19,6.64,1880,0.18,99.7,0.25,0.3,0.44,0.2,0.24,53.75,16.9,2.09,0.2,0.27,75.26,0,0.48,351.67,0.18
73,139,1668.24,1622.01,88,347500,34.93,7.12,4160,0.2,83.5,0.27,0.34,0.56,0.15,0.41,30.31,13.67,2.02,0.23,0.31,75.26,0,0.46,351.67,0.18
74,284,724.57,1747.61,93,710000,39.41,5.94,8380,0.15,84.7,0.15,0.18,0.3,0.08,0.22,89.32,39.68,2.28,0.14,0.18,75.26,0,0.52,351.67,0.18
75,109,1583.82,1301.25,48,272500,35.47,10.74,3600,0.3,75.7,0.34,0.4,0.67,0.21,0.46,23.34,9.96,2.05,0.29,0.36,75.26,0,0.47,351.67,0.18
76,128,1378.47,929.73,51,320000,39.8,5.2,3370,0.13,95,0.15,0.18,0.24,0.09,0.15,239.76,47.42,2.3,0.13,0.16,75.26,0,0.53,351.67,0.18
77,71,1528.2,1687.89,56,177500,35.32,6.38,1990,0.18,89.2,0.24,0.29,0.44,0.16,0.28,80.33,16.51,2.04,0.21,0.27,75.26,0,0.47,351.67,0.18
78,121,1547.12,1539.39,84,302500,35.44,7,2480,0.2,122,0.32,0.42,0.68,0.11,0.57,125.51,22.66,2.05,0.21,0.32,75.26,0,0.47,351.67,0.18
79,64,1756.95,1063.34,85,160000,39.97,6.75,2230,0.17,71.7,0.16,0.21,0.34,0.1,0.24,110.38,30.44,2.31,0.15,0.21,75.26,0,0.53,351.67,0.18
80,139,1714.19,1693.15,11,347500,39.64,9.56,4050,0.24,85.8,0.23,0.32,0.57,0.13,0.44,35.65,18.13,2.29,0.21,0.28,75.26,0,0.53,351.67,0.18
81,188,1693.53,1466.84,21,470000,34.6,9.37,3780,0.27,124.3,0.26,0.34,0.55,0.22,0.33,34.4,14.8,2,0.23,0.3,75.26,0,0.46,351.67,0.18
82,83,1260.7,1474.01,66,207500,39.83,7.83,2540,0.2,81.7,0.19,0.24,0.4,0.11,0.29,44.85,24.75,2.3,0.18,0.22,75.26,0,0.53,351.67,0.18
83,295,1652.95,1510.96,162,737500,35.04,7.91,6340,0.23,116.3,0.25,0.3,0.51,0.12,0.39,43.65,17.98,2.02,0.21,0.27,75.26,0,0.47,351.67,0.18
84,367,23.64,1673.75,51,917500,43.03,3.6,6720,0.08,136.5,0.08,0.1,0.14,0.05,0.1,443.56,155.07,2.48,0.07,0.09,75.26,0,0.57,351.67,0.18
85,502,1338.75,1778.77,57,1255000,32.92,8.74,6230,0.27,201.4,0.22,0.31,0.78,0.14,0.64,112.62,31.17,1.9,0.18,0.24,75.26,0,0.44,351.67,0.18
86,86,769.73,1761.26,55,215000,37.55,6.27,3090,0.17,69.6,0.18,0.2,0.28,0.11,0.17,50.06,29.19,2.17,0.17,0.2,75.26,0,0.5,351.67,0.18
87,125,1785.22,1487.77,3,312500,38.87,10.31,2740,0.27,114.1,0.28,0.36,0.56,0.23,0.33,59.71,12.38,2.24,0.24,0.32,75.26,0,0.52,351.67,0.18
88,92,1455.16,1164.07,48,230000,32.89,6.93,3350,0.21,68.7,0.24,0.31,0.49,0.11,0.38,40.86,14.25,1.9,0.22,0.3,75.26,0,0.44,351.67,0.18
89,125,1657.03,1177.9,69,312500,35.31,7.02,2910,0.2,107.4,0.28,0.36,0.53,0.19,0.34,59.94,14.62,2.04,0.21,0.3,75.26,0,0.47,351.67,0.18
90,175,1439.58,1281.63,72,437500,37.02,10.05,4400,0.27,99.4,0.31,0.41,0.62,0.18,0.44,30.78,9.04,2.14,0.27,0.37,75.26,0,0.49,351.67,0.18
91,183,62.01,1648.53,117,457500,43.09,3.17,5340,0.07,85.7,0.08,0.09,0.16,0.05,0.11,337.81,152.2,2.49,0.08,0.09,75.26,0,0.57,351.67,0.18
92,121,1171.12,1388.43,66,302500,40.15,9.26,3440,0.23,87.9,0.21,0.23,0.36,0.15,0.21,51.06,21.91,2.32,0.19,0.23,75.26,0,0.53,351.67,0.18
93,67,1582.84,1076.15,15,167500,33.97,6.94,2220,0.2,75.5,0.27,0.33,0.56,0.21,0.35,32.15,11.15,1.96,0.24,0.32,75.26,0,0.45,351.67,0.18
94,66,1770.45,941.15,47,165000,35.38,7,1620,0.2,101.9,0.29,0.52,1.07,0.24,0.83,44.6,11.88,2.04,0.23,0.42,75.26,0,0.47,351.67,0.18
95,175,1647.32,1728.44,94,437500,39.12,6.59,4480,0.17,97.7,0.2,0.25,0.62,0.07,0.55,102.58,35.16,2.26,0.17,0.23,75.26,0,0.52,351.67,0.18
96,73,1391.75,934.48,54,182500,41.23,6.75,2570,0.16,71,0.14,0.16,0.21,0.1,0.1,108.15,42.82,2.38,0.14,0.16,75.26,0,0.55,351.67,0.18
97,151,1229.13,1298.81,69,377500,34.87,6.4,3800,0.18,99.3,0.23,0.3,0.49,0.15,0.34,79.05,19.49,2.01,0.19,0.26,75.26,0,0.46,351.67,0.18
98,92,1401.25,933.6,93,230000,43.38,5.99,3430,0.14,67.1,0.13,0.14,0.2,0.06,0.14,97.01,61.27,2.51,0.13,0.14,75.26,0,0.58,351.67,0.18
99,56,1732.82,1557.52,8,140000,38.32,4.53,1280,0.12,109.4,0.15,0.22,0.34,0.11,0.24,230.68,43.91,2.21,0.12,0.18,75.26,0,0.51,351.67,0.18
100,149,1626.17,1291.23,4,372500,36.61,7.54,3700,0.21,100.7,0.26,0.36,0.69,0.17,0.53,64.56,20.15,2.11,0.2,0.29,75.26,0,0.49,351.67,0.18
101,110,1586.95,942.99,1,275000,34.49,8.56,3400,0.25,80.9,0.24,0.3,0.5,0.17,0.33,55.45,14.29,1.99,0.21,0.29,75.26,0,0.46,351.67,0.18
102,295,1375.38,1725.38,129,737500,39.48,8.39,9080,0.21,81.2,0.2,0.26,0.89,0.05,0.83,164.56,38.33,2.28,0.17,0.24,75.26,0,0.52,351.67,0.18
103,75,1578.33,1767.8,24,187500,38.79,13.92,1940,0.36,96.6,0.36,0.45,0.72,0.16,0.56,16,9.15,2.24,0.32,0.41,75.26,0,0.52,351.67,0.18
104,74,1023.97,1391.74,88,185000,38.66,5.58,2060,0.14,89.8,0.14,0.18,0.3,0.08,0.22,132.91,55.6,2.23,0.14,0.17,75.26,0,0.51,351.67,0.18
105,141,129.73,1751.99,132,352500,44.06,2.79,5420,0.06,65,0.07,0.08,0.11,0.04,0.07,391.19,197.52,2.54,0.07,0.08,75.26,0,0.59,351.67,0.18
106,116,780.74,1650.5,106,290000,36.33,9.36,3380,0.26,85.8,0.22,0.26,0.43,0.17,0.27,25.48,15.96,2.1,0.24,0.27,75.26,0,0.48,351.67,0.18
107,75,755.12,1284.88,62,187500,41.27,5.21,2500,0.13,75,0.16,0.19,0.29,0.1,0.19,83.73,39.22,2.38,0.15,0.18,75.26,0,0.55,351.67,0.18
108,52,1195.08,1454.27,74,130000,38.44,6.14,2010,0.16,64.7,0.19,0.22,0.35,0.1,0.25,74.77,29.09,2.22,0.17,0.21,75.26,0,0.51,351.67,0.18
109,211,1193.38,1394.08,77,527500,39.05,9.04,5270,0.23,100.1,0.26,0.31,0.64,0.08,0.56,42,21.1,2.25,0.22,0.27,75.26,0,0.52,351.67,0.18
110,96,1537.69,1329.91,42,240000,35.42,6.28,2700,0.18,88.9,0.22,0.32,0.49,0.13,0.36,62.68,17.85,2.05,0.19,0.27,75.26,0,0.47,351.67,0.18
111,61,1601.2,1755.23,178,152500,36.62,5.41,2090,0.15,73,0.21,0.26,0.41,0.1,0.3,62.2,23.01,2.11,0.19,0.24,75.26,0,0.49,351.67,0.18
112,185,1417.16,888.45,123,462500,40.99,4.78,4260,0.12,108.6,0.14,0.16,0.29,0.08,0.21,166.48,66.49,2.37,0.12,0.15,75.26,0,0.54,351.67,0.18
113,159,1182.16,1311.5,47,397500,37.79,7.08,4320,0.19,92,0.21,0.26,0.54,0.12,0.43,105.43,28.43,2.18,0.18,0.23,75.26,0,0.5,351.67,0.18
114,244,1489.67,1671.8,21,610000,38.95,9.71,4030,0.25,151.4,0.24,0.26,0.41,0.11,0.29,49.81,24.81,2.25,0.21,0.24,75.26,0,0.52,351.67,0.18
115,110,1693.78,1255.31,32,275000,34.95,9.73,2490,0.28,110.4,0.26,0.33,0.51,0.11,0.4,39.59,16.3,2.02,0.25,0.31,75.26,0,0.46,351.67,0.18
116,70,1789.13,1022.69,90,175000,37.71,7.29,1540,0.19,113.6,0.22,0.33,0.7,0.19,0.51,39.03,18.52,2.18,0.19,0.26,75.26,0,0.5,351.67,0.18
117,94,1592.45,1703.37,74,235000,35.29,6.47,3700,0.18,63.5,0.22,0.28,0.5,0.15,0.35,41.37,15.98,2.04,0.2,0.27,75.26,0,0.47,351.67,0.18
118,96,920.2,640.12,41,240000,31.5,7.44,2370,0.24,101.3,0.26,0.35,0.54,0.21,0.33,56.02,12.55,1.82,0.22,0.31,75.26,0,0.42,351.67,0.18
119,216,1639.58,1047.93,47,540000,34.34,8.97,5020,0.26,107.6,0.27,0.35,0.65,0.12,0.53,53.53,13.18,1.98,0.25,0.32,75.26,0,0.46,351.67,0.18
120,115,1127.05,1316.48,39,287500,39.82,6.42,2470,0.16,116.4,0.17,0.2,0.34,0.11,0.22,97.88,42.39,2.3,0.15,0.18,75.26,0,0.53,351.67,0.18
121,99,1752.89,1079.42,5,247500,34.25,7.68,2860,0.22,86.5,0.19,0.23,0.43,0.1,0.34,95.89,29.49,1.98,0.16,0.22,75.26,0,0.46,351.67,0.18
122,414,1784.95,1752.95,61,1035000,31.69,8.79,4860,0.28,213,0.21,0.32,0.62,0.14,0.48,85.22,31.77,1.83,0.17,0.23,75.26,0,0.42,351.67,0.18
123,72,1606.14,1110.06,99,180000,36.5,6.89,1760,0.19,102.3,0.16,0.22,0.42,0.07,0.35,99.02,43,2.11,0.15,0.2,75.26,0,0.49,351.67,0.18
124,62,1697.23,1330.31,28,155000,37,7.42,2180,0.2,71.1,0.22,0.31,0.51,0.17,0.34,71.06,12.7,2.14,0.2,0.31,75.26,0,0.49,351.67,0.18
125,167,1439.18,1217.61,149,417500,37.14,10.43,3990,0.28,104.6,0.23,0.31,0.49,0.14,0.35,41.62,15.68,2.15,0.22,0.28,75.26,0,0.49,351.67,0.18
126,107,1733.3,978.29,125,267500,32.43,5.01,2100,0.15,127.4,0.25,0.31,0.84,0.1,0.74,138.2,50.77,1.87,0.16,0.24,75.26,0,0.43,351.67,0.18
127,54,1172.7,1469.83,65,135000,35.83,5.86,1890,0.16,71.4,0.27,0.3,0.51,0.2,0.31,75.7,16.5,2.07,0.22,0.28,75.26,0,0.48,351.67,0.18
128,136,1607.52,1626.35,17,340000,35.07,8.56,3510,0.24,96.9,0.29,0.36,0.61,0.24,0.37,68.05,15.77,2.02,0.24,0.31,75.26,0,0.47,351.67,0.18
129,167,1623.44,1266.13,20,417500,34.79,7.64,4620,0.22,90.4,0.27,0.35,0.59,0.19,0.4,34.74,14.32,2.01,0.23,0.31,75.26,0,0.46,351.67,0.18
130,177,1621.06,1094.99,22,442500,35.71,7.13,4430,0.2,99.9,0.17,0.23,0.46,0.12,0.35,97.66,26.87,2.06,0.16,0.22,75.26,0,0.47,351.67,0.18
131,51,1702.82,1706.37,153,127500,36.24,11.1,1800,0.31,70.8,0.29,0.36,0.49,0.26,0.24,16.76,8.38,2.09,0.28,0.36,75.26,0,0.48,351.67,0.18
132,62,1596.73,1255.73,97,155000,33.76,6.57,1490,0.2,104,0.29,0.39,0.62,0.23,0.4,41.7,16,1.95,0.22,0.31,75.26,0,0.45,351.67,0.18
133,50,1687.6,1498.74,9,125000,37.34,7.3,1980,0.2,63.1,0.25,0.32,0.58,0.16,0.43,28.78,13.8,2.16,0.24,0.31,75.26,0,0.5,351.67,0.18
134,54,1766.35,784.69,108,135000,36.06,5.4,1820,0.15,74.2,0.22,0.29,0.47,0.2,0.27,42.81,18.45,2.08,0.19,0.27,75.26,0,0.48,351.67,0.18
136,84,1750.3,1515.77,159,210000,38.88,6.54,2660,0.17,78.9,0.21,0.25,0.41,0.1,0.3,48.61,20.85,2.25,0.2,0.24,75.26,0,0.52,351.67,0.18
